epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,120.879,1.46384,18.2132,1.17978,0,0,0,0,1.67133,29.6855,2.05437,6e-05,6e-05,6e-05
